date,day_of_week,pair,orb_time_gmt,orb_time_ist,entry_mode,rr_ratio,expected_wr,direction,orb_high,orb_low,orb_range_pips,entry_time,entry_price,sl_price,tp_price,risk_pips,result,pnl_pips,exit_time,exit_price,exit_reason
2026-02-02,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.36929,1.36697,23.2,2026-02-02 18:10:00,1.36996,1.36677,1.37634,31.9,LOSS,-31.9,2026-02-02 21:10:00,1.36677,SL Hit
2026-02-09,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.35805,1.35718,8.7,2026-02-09 16:10:00,1.35683,1.35825,1.35399,14.2,WIN,7.0,2026-02-09 23:55:00,1.35613,EOD Close
2026-02-16,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.36342,1.36269,7.3,2026-02-16 16:55:00,1.36347,1.36249,1.36543,9.8,WIN,1.9,2026-02-16 23:55:00,1.36366,EOD Close
2026-02-23,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.36896,1.36784,11.2,2026-02-23 16:00:00,1.36942,1.36764,1.37298,17.8,WIN,0.4,2026-02-23 23:55:00,1.36946,EOD Close
2026-03-02,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.3704,1.36949,9.1,2026-03-02 16:05:00,1.3705,1.36929,1.37292,12.1,LOSS,-12.1,2026-03-02 19:00:00,1.3692900000000001,SL Hit
2026-03-09,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.35805,1.35697,10.8,2026-03-09 16:25:00,1.35679,1.35825,1.35387,14.6,LOSS,-14.6,2026-03-09 17:15:00,1.35825,SL Hit
2026-03-16,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.36876,1.36718,15.8,2026-03-16 18:35:00,1.36698,1.36896,1.36302,19.8,LOSS,-17.3,2026-03-16 23:55:00,1.36871,EOD Close
2026-03-23,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.37238,1.37109,12.9,2026-03-23 16:15:00,1.37273,1.37089,1.37641,18.4,WIN,3.3,2026-03-23 23:55:00,1.37306,EOD Close
2026-03-30,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.39298,1.39217,8.1,2026-03-30 16:10:00,1.39201,1.39318,1.38967,11.7,LOSS,-8.9,2026-03-30 23:55:00,1.3929,EOD Close
2026-04-06,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.39234,1.39153,8.1,2026-04-06 16:05:00,1.39152,1.39254,1.38948,10.2,WIN,2.6,2026-04-06 23:55:00,1.39126,EOD Close
2026-04-13,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.38154,1.38094,6.0,2026-04-13 16:20:00,1.38084,1.38174,1.37904,9.0,WIN,18.0,2026-04-13 18:55:00,1.3790400000000003,TP Hit
2026-04-20,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.36553,1.3642,13.3,2026-04-20 16:15:00,1.36407,1.36573,1.36075,16.6,LOSS,-4.0,2026-04-20 23:55:00,1.36447,EOD Close
2026-04-27,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.36172,1.36147,2.5,2026-04-27 16:20:00,1.36182,1.36127,1.36292,5.5,WIN,11.0,2026-04-27 19:30:00,1.3629200000000001,TP Hit
2026-05-04,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.36164,1.36073,9.1,2026-05-04 16:10:00,1.36173,1.36053,1.36413,12.0,LOSS,-12.0,2026-05-04 18:25:00,1.36053,SL Hit
2026-05-11,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.36689,1.36638,5.1,2026-05-11 16:35:00,1.36633,1.36709,1.36481,7.6,LOSS,-7.6,2026-05-11 18:25:00,1.36709,SL Hit
2026-05-18,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.37475,1.37415,6.0,2026-05-18 16:10:00,1.37394,1.37495,1.37192,10.1,LOSS,-10.1,2026-05-18 18:55:00,1.37495,SL Hit
2026-05-25,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.37976,1.37951,2.5,2026-05-25 16:00:00,1.37982,1.37931,1.38084,5.1,WIN,8.1,2026-05-25 23:55:00,1.38063,EOD Close
2026-06-01,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.38405,1.38352,5.3,2026-06-01 16:05:00,1.38413,1.38332,1.38575,8.1,LOSS,-8.1,2026-06-01 16:45:00,1.38332,SL Hit
2026-06-08,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.39527,1.39497,3.0,2026-06-08 16:35:00,1.3953,1.39477,1.39636,5.3,LOSS,-5.3,2026-06-08 18:00:00,1.39477,SL Hit
2026-06-15,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.39889,1.39821,6.8,2026-06-15 16:50:00,1.39816,1.39909,1.3963,9.3,LOSS,-9.3,2026-06-15 19:55:00,1.39909,SL Hit
2026-06-22,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.41717,1.41673,4.4,2026-06-22 16:15:00,1.41608,1.41737,1.4135,12.9,WIN,1.9,2026-06-22 23:55:00,1.41589,EOD Close
2026-06-29,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.42144,1.42094,5.0,2026-06-29 16:00:00,1.42082,1.42164,1.41918,8.2,LOSS,-2.8,2026-06-29 23:55:00,1.4211,EOD Close
2026-07-06,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.42182,1.42121,6.1,2026-07-06 17:35:00,1.4212,1.42202,1.41956,8.2,WIN,3.7,2026-07-06 23:55:00,1.42083,EOD Close
2026-07-13,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.4144,1.41391,4.9,2026-07-13 16:20:00,1.41446,1.41371,1.41596,7.5,WIN,15.0,2026-07-13 19:35:00,1.41596,TP Hit
2026-07-20,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.40661,1.40584,7.7,2026-07-20 16:00:00,1.40581,1.40681,1.40381,10.0,LOSS,-10.0,2026-07-20 20:05:00,1.40681,SL Hit
2026-07-27,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.41131,1.4108,5.1,2026-07-27 16:00:00,1.41139,1.4106,1.41297,7.9,WIN,11.1,2026-07-27 23:55:00,1.4125,EOD Close
2026-08-03,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.40448,1.40386,6.2,2026-08-03 16:45:00,1.40449,1.40366,1.40615,8.3,WIN,2.1,2026-08-03 23:55:00,1.4047,EOD Close
2026-08-10,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.39337,1.39285,5.2,2026-08-10 16:25:00,1.39281,1.39357,1.39129,7.6,LOSS,-7.6,2026-08-10 17:00:00,1.39357,SL Hit
2026-08-17,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,SHORT,1.38732,1.38674,5.8,2026-08-17 17:25:00,1.38668,1.38752,1.385,8.4,LOSS,-8.4,2026-08-17 18:30:00,1.38752,SL Hit
2026-08-24,Monday,USDCAD,15:45,09:15 PM,5min,2.0,61.5,LONG,1.38425,1.38351,7.4,2026-08-24 16:25:00,1.38434,1.38331,1.3864,10.3,LOSS,-2.2,2026-08-24 23:55:00,1.38412,EOD Close
